code,class,session,id
"log_con <- file(log_name, open = ""a"")",import,473797354614362e8,637
"cat(paste0(""Starting "", name, "" at "", Sys.time(), "".\n To recreate, make sure: set.seed("",      seed, "")""), file = log_con)",not sure,473797354614362e8,637
close(log_con),not sure,473797354614362e8,637
"pa_y <- pa_data[, ""PRESENCE""]",data cleaning,473797354614362e8,637
"pa_x <- pa_data[, !colnames(pa_data) %in% c(""LAT"", ""LON"", ""BIOMASS"",      ""PRESENCE"", ""ABUNDANCE"", ""name"", ""SVSPP"", ""YEAR"")]",data cleaning,473797354614362e8,637
"pa_x <- Filter(var, pa_x)",data cleaning,473797354614362e8,637
"log_con <- file(log_name, open = ""a"")",setup,473797354614362e8,637
"cat(paste0(""\n\nFirst we'll fit the occupancy model with "", nrow(pa_x),      "" observations and "", ncol(pa_x), "" explanatory variables.\n""),      file = log_con)",communication,473797354614362e8,637
close(log_con),not sure,473797354614362e8,637
"vsurf_url <- vsurf_bb(file_x = pa_x, file_y = pa_y, ntree = 500,      mtry = floor(sqrt(ncol(pa_x))), nfor_thres = 50, nmin = 5,      nfor_interp = 25, nsd = 1, nfor_pred = 25, parallel = ""true"",      ncores = 20, clusterType = ""FORK"", seed = seed, name = paste0(name,          ""_PA""), save_template = FALSE, username = username, token = token)",import,473797354614362e8,637
stop_condition_fail <- stop_condition_success <- FALSE,evaluation,473797354614362e8,637
"sleepy <- ifelse(length(pa_y) <= 600, length(pa_y), 600)",data cleaning,473797354614362e8,637
"log_con <- file(log_name, open = ""a"")",setup,473797354614362e8,637
"cat(paste0(""Sent to BB and will monitor: "", vsurf_url, "" \nevery "",      round(sleepy/60, 2), "" minutes.\n""), file = log_con)",communication,473797354614362e8,637
close(log_con),not sure,473797354614362e8,637
"while (!stop_condition_fail && !stop_condition_success) log_con <- file(log_name,      open = ""a"")",not sure,473797354614362e8,637
"cat(paste0(""Checking in at "", Sys.time(), "".\n""), file = log_con)",communication,473797354614362e8,637
close(log_con),not sure,473797354614362e8,637
"out1 <- GET(url = vsurf_url, config = c(authenticate(username,      token, type = ""basic"")), handle = NULL, timeout(3600))",export,473797354614362e8,637
"stop_condition_success <- grepl(""ProcessSucceeded"", as.character(content(out1,      encoding = ""UTF-8"")))",not sure,473797354614362e8,637
"stop_condition_fail <- grepl(""Exception"", as.character(content(out1,      encoding = ""UTF-8"")))",not sure,473797354614362e8,637
Sys.sleep(sleepy),not sure,473797354614362e8,637
"if (stop_condition_success) output_url <- xml2::xml_text(xml2::xml_find_all(xml2::read_xml(out1),      "".//d4science:Data""))",export,473797354614362e8,637
"output_df <- data.frame(NAME = paste0(name, ""_PA""), LOG = output_url[1],      OUTPUT = output_url[2], stringsAsFactors = FALSE)",export,473797354614362e8,637
stop_condition_success <- FALSE,not sure,473797354614362e8,637
"log_con <- file(log_name, open = ""a"")",not sure,473797354614362e8,637
"cat(""Success! "", name, ""is all finished and output files can be found: "",      output_url, ""\n\n"", file = log_con)",communication,473797354614362e8,637
close(log_con),not sure,473797354614362e8,637
"if (stop_condition_fail) log_con <- file(log_name, open = ""a"")",not sure,473797354614362e8,637
"cat(""Shoot! "", name, "" failed."", ""\n\n"", file = log_con)",not sure,473797354614362e8,637
close(log_con),not sure,473797354614362e8,637
next,not sure,473797354614362e8,637
"download.file(output_df$LOG, paste0(derived_path, season, ""/"",      name, ""-PA-VSURFlog.txt""), mode = ""wb"", cacheOK = FALSE)",import,473797354614362e8,637
"download.file(output_df$OUTPUT, paste0(derived_path, season,      ""/"", name, ""-PA-VSURFoutput.rds""), mode = ""wb"", cacheOK = FALSE)",import,473797354614362e8,637
"temp_vsurf <- readRDS(paste0(derived_path, season, ""/"", name,      ""-PA-VSURFoutput.rds""))",import,473797354614362e8,637
pa_rf_vars <- names(pa_x)[temp_vsurf$varselect.pred],data cleaning,473797354614362e8,637
"log_con <- file(log_name, open = ""a"")",import,473797354614362e8,637
"cat(""P/A VSURF model identified "", pa_rf_vars, "" as the best variables for prediction.\n"",      file = log_con)",communication,473797354614362e8,637
close(log_con),not sure,473797354614362e8,637
"pa_rf <- pa_data[, c(""PRESENCE"", pa_rf_vars)]",data cleaning,473797354614362e8,637
"pa_rf <- Filter(var, pa_rf)",data cleaning,473797354614362e8,637
"pa_rf[, ""PRESENCE""] <- as.factor(pa_rf[, ""PRESENCE""])",data cleaning,473797354614362e8,637
"pa_rf[, ""PRESENCE""] <- dplyr::recode_factor(pa_rf[, ""PRESENCE""],      `0` = ""ABSENT"", `1` = ""PRESENT"")",data cleaning,473797354614362e8,637
"selection <- caret::createDataPartition(y = pa_rf[, ""PRESENCE""],      p = 0.75, list = FALSE)",modeling,473797354614362e8,637
"pa_rf_train <- pa_rf[selection, ]",data cleaning,473797354614362e8,637
"pa_rf_test <- pa_rf[-selection, ]",data cleaning,473797354614362e8,637
"trainX <- pa_rf_train[, names(pa_rf_train) %in% pa_rf_vars]",data cleaning,473797354614362e8,637
"trainY <- pa_rf_train[, ""PRESENCE""]",data cleaning,473797354614362e8,637
"h <- ifelse(pa_rf_train[, ""PRESENCE""] == ""ABSENT"", 1/(unname(table(pa_rf_train[,      ""PRESENCE""])[""ABSENT""])/length(pa_rf_train[, ""PRESENCE""])),      ifelse(pa_rf_train[, ""PRESENCE""] == ""PRESENT"", 1/(unname(table(pa_rf_train[,          ""PRESENCE""])[""PRESENT""])/length(pa_rf_train[, ""PRESENCE""])),          0))",data cleaning,473797354614362e8,637
strt_time <- Sys.time(),communication,473797354614362e8,637
"train_control <- caret::trainControl(method = ""repeatedcv"", repeats = 5,      number = 10, search = ""random"", classProbs = TRUE, summaryFunction = caret::twoClassSummary,      allowParallel = TRUE, verboseIter = TRUE)",modeling,473797354614362e8,637
"cluster <- parallel::makeCluster(parallel::detectCores() - 1,      type = ""PSOCK"")",modeling,473797354614362e8,637
doParallel::registerDoParallel(cluster),setup,473797354614362e8,637
"wf_pa <- caret::train(x = trainX, y = trainY, method = ""rf"",      trControl = train_control, weights = h, keep.inbag = TRUE,      replace = TRUE, importance = TRUE, metric = ""ROC"", preProc = c(""center"",          ""scale""))",modeling,473797354614362e8,637
parallel::stopCluster(cluster),setup,473797354614362e8,637
foreach::registerDoSEQ(),setup,473797354614362e8,637
stp_time <- Sys.time(),communication,473797354614362e8,637
stp_time - strt_time,communication,473797354614362e8,637
"predRoc <- predict(wf_pa, pa_rf_test, type = ""prob"")",modeling,473797354614362e8,637
"myroc <- pROC::roc(pa_rf_test$PRESENCE, as.vector(predRoc[, 2]))",modeling,473797354614362e8,637
"roc_plot <- pROC::ggroc(myroc) + ggplot2::geom_abline(intercept = 1,      slope = 1, col = ""grey70"") + ggplot2::labs(title = gsub(""_"",      "" "", name), subtitle = paste(""AUC ="", sprintf(""%.3f"", myroc$auc))) +      ggplot2::theme_bw() + ggplot2::coord_equal()",visualization,473797354614362e8,637
"ggplot2::ggsave(paste0(""analysis/figures/"", name, ""-"", season,      ""-"", ""roc.png""), plot = roc_plot)",visualization,473797354614362e8,637
"threshold <- pROC::coords(myroc, x = ""best"", best.method = ""closest.topleft"")[[1]]",evaluation,473797354614362e8,637
"predCut <- factor(ifelse(predRoc[, ""PRESENT""] > threshold, ""PRESENT"",      ""ABSENT""))",evaluation,473797354614362e8,637
"curConfusionMatrix <- caret::confusionMatrix(predCut, pa_rf_test$PRESENCE,      positive = ""PRESENT"")",evaluation,473797354614362e8,637
"log_con <- file(log_name, open = ""a"")",export,473797354614362e8,637
"cat(paste0(""PA rf completed.\n"", capture.output(stp_time - strt_time),      ""\nAccuracy = "", round(curConfusionMatrix$overall[1], 2),      "", Kappa = "", round(curConfusionMatrix$overall[2], 2), "", and threshold = "",      threshold, "".\n""), file = log_con)",communication,473797354614362e8,637
close(log_con),not sure,473797354614362e8,637
"rf_name <- paste0(name, ""-PA-RFmodel"")",communication,473797354614362e8,637
"saveRDS(assign(value = wf_pa, x = rf_name), paste0(derived_path,      season, ""/"", rf_name, "".rds""))",export,473797354614362e8,637
bm_data <- all_dat_op %>% dplyr::filter(SVSPP == sp.i) %>% na.omit,data cleaning,473797354614362e8,637
"bm_data$PRESPROB <- predict(wf_pa, newdata = bm_data, type = ""prob"")[,      2]",data cleaning,473797354614362e8,637
"bm_y <- bm_data[, ""BIOMASS""]",data cleaning,473797354614362e8,637
"bm_x <- bm_data[, !colnames(bm_data) %in% c(""LAT"", ""LON"", ""BIOMASS"",      ""PRESENCE"", ""ABUNDANCE"", ""name"", ""SVSPP"", ""YEAR"")]",data cleaning,473797354614362e8,637
"bm_x <- Filter(var, bm_x)",data cleaning,473797354614362e8,637
"log_con <- file(log_name, open = ""a"")",export,473797354614362e8,637
"cat(paste0(""Now we fit the biomass VSURF model with "", nrow(bm_x),      "" observations and "", ncol(bm_x), "" explanatory variables.\n""),      file = log_con)",communication,473797354614362e8,637
close(log_con),export,473797354614362e8,637
"bm_url <- vsurf_bb(file_x = bm_x, file_y = bm_y, ntree = 500,      mtry = max(floor(ncol(bm_x)/3), 1), nfor_thres = 50, nmin = 5,      nfor_interp = 25, nsd = 1, nfor_pred = 25, parallel = ""true"",      ncores = 20, clusterType = ""FORK"", seed = seed, name = paste0(name,          ""_BM""), save_template = FALSE, username = username, token = token)",export,473797354614362e8,637
stop_condition_fail <- stop_condition_success <- FALSE,not sure,473797354614362e8,637
"sleepy <- ifelse(length(bm_y) <= 600, length(bm_y), 600)",not sure,473797354614362e8,637
"log_con <- file(log_name, open = ""a"")",communication,473797354614362e8,637
"for (stageDir in stage_directories) stage = substr(stageDir,      1, 1)",not sure,107356313150376e8,638
"cat(paste0(""Sent to BB and will monitor: "", bm_url, "" \nevery "",      round(sleepy/60, 2), "" minutes.\n""), file = log_con)",communication,473797354614362e8,637
close(log_con),export,473797354614362e8,637
"while (!stop_condition_fail && !stop_condition_success) log_con <- file(log_name,      open = ""a"")",export,473797354614362e8,637
"analysisDirectories <- dir(path = stageDir, pattern = ""_analysis"")",import,107356313150376e8,638
"cat(paste0(""Checking in at "", Sys.time(), "".\n""), file = log_con)",export,473797354614362e8,637
close(log_con),export,473797354614362e8,637
"out1 <- GET(url = bm_url, config = c(authenticate(username, token,      type = ""basic"")), handle = NULL, timeout(3600))",import,473797354614362e8,637
"stop_condition_success <- grepl(""ProcessSucceeded"", as.character(content(out1,      encoding = ""UTF-8"")))",not sure,473797354614362e8,637
"stop_condition_fail <- grepl(""Exception"", as.character(content(out1,      encoding = ""UTF-8"")))",not sure,473797354614362e8,637
Sys.sleep(sleepy),not sure,473797354614362e8,637
"if (stop_condition_success) output_bm_url <- xml2::xml_text(xml2::xml_find_all(xml2::read_xml(out1),      "".//d4science:Data""))",not sure,473797354614362e8,637
"output_bm_df <- data.frame(NAME = paste0(name, ""_BM""), LOG = output_bm_url[1],      OUTPUT = output_bm_url[2], stringsAsFactors = FALSE)",export,473797354614362e8,637
stop_condition_success <- FALSE,not sure,473797354614362e8,637
"log_con <- file(log_name, open = ""a"")",export,473797354614362e8,637
"cat(""Success! "", name, ""is all finished and output files can be found: "",      output_bm_url, ""\n\n"", file = log_con)",communication,473797354614362e8,637
close(log_con),not sure,473797354614362e8,637
"if (stop_condition_fail) log_con <- file(log_name, open = ""a"")",import,473797354614362e8,637
"cat(""Shoot! "", name, "" failed."", ""\n\n"", file = log_con)",communication,473797354614362e8,637
close(log_con),export,473797354614362e8,637
next,not sure,473797354614362e8,637
"download.file(output_bm_df$LOG, paste0(""analysis/data/derived_data/"",      season, ""/"", name, ""-BM-VSURFlog.txt""), mode = ""wb"", cacheOK = FALSE)",import,473797354614362e8,637
"download.file(output_bm_df$OUTPUT, paste0(""analysis/data/derived_data/"",      season, ""/"", name, ""-BM-VSURFoutput.rds""), mode = ""wb"", cacheOK = FALSE)",import,473797354614362e8,637
"temp_vsurf <- readRDS(paste0(derived_path, season, ""/"", name,      ""-BM-VSURFoutput.rds""))",import,473797354614362e8,637
bm_rf_vars <- names(bm_x)[temp_vsurf$varselect.pred],data cleaning,473797354614362e8,637
"print(""Done?"")",not sure,974474121117964e8,639
"harshAllmelt = harshAll %>% select(type, est, category, b, mu_1,      lambda_1, mu_2) %>% reshape2::melt(., id.vars = 1:3)",data cleaning,974474121117964e8,639
"ggplot(harshAllmelt, aes(value, fill = category)) + geom_histogram(aes(y = ..density..)) +      facet_grid(variable ~ type) + xlim(0, 20)",visualization,974474121117964e8,639
"load(file = ""analysis/data/subclade_harshness/subclade_harshness_SpecExt.RData"")",import,974474121117964e8,639
library(ggplot2),setup,974474121117964e8,639
"harshAllSpecExt = rbind(harshSpcExt, harshSpcExtClean)",data cleaning,974474121117964e8,639
"harshAllSpecExtmelt = reshape2::melt(harshAllSpecExt, id.vars = 3:5)",data cleaning,974474121117964e8,639
"ggplot(harshAllSpecExtmelt, aes(value, fill = category)) + geom_histogram(aes(y = ..density..)) +      facet_grid(variable ~ type)",visualization,974474121117964e8,639
"pelev_data <- read.table(""./data/pelev_data.txt"", header = TRUE)",import,397864077240229e8,545
"mortality <- predict(r3, preds, type = ""response"", re.form = NA)",modeling,397864077240229e8,545
require(ggplot2),setup,397864077240229e8,545
"pred_diff <- preds[1:16, ]",data cleaning,397864077240229e8,545
pred_diff$diff_mort <- mortality[17:32] - mortality[1:16],data cleaning,397864077240229e8,545
"pred_diff$CI025 <- as.numeric(booted_seedling_mortality[1, 33:48])",data cleaning,397864077240229e8,545
"pred_diff$CI975 <- as.numeric(booted_seedling_mortality[2, 33:48])",data cleaning,397864077240229e8,545
pred_diff$pe <- pelev_data$pe,data cleaning,397864077240229e8,545
"pred_diff$`Different from Zero` <- rep(""diff"", 16)",data cleaning,397864077240229e8,545
"pred_diff$`Different from Zero`[which(pred_diff$CI025 < 0)] <- ""no diff""",modeling,397864077240229e8,545
"pred_diff$Wooddensity <- read.table(""./data/dden_adult.txt"",      header = TRUE)$dden_adult",import,397864077240229e8,545
"write.table(pred_diff, file = ""./analysis/inundation_predicts_species_distributions/data/riskratio.txt"")",export,397864077240229e8,545
"p1 <- ggplot(pred_diff, aes(x = reorder(sp, pe), y = diff_mort,      color = `Different from Zero`)) + geom_errorbar(aes(ymin = CI025,      ymax = CI975), width = 0.5, alpha = 0.5, size = 1) + theme_bw() +      xlab(""Species"") + ylab(""Risk ratio (Mortality)"") + theme(axis.text.x = element_text(face = ""italic"",      angle = 45, vjust = 0.7)) + scale_color_manual(values = c(""black"",      cols[4])) + geom_point(size = 3, pch = 21, fill = ""white"") +      geom_hline(aes(yintercept = 0), linetype = 2, col = cols[5]) +      theme(legend.position = c(0.15, 0.8)) + theme(text = element_text(size = 20))",visualization,397864077240229e8,545
p1,visualization,397864077240229e8,545
"ggsave(p1, file = ""./analysis/seedling_mortality_analysis/graph_code/graphs/species_interaction_mortality_difference.png"",      width = 13, height = 6)",export,397864077240229e8,545
"voteupTop50 = read.csv(""C:\\Users\\thiag_000\\Desktop\\experts-semantic-analysis\\analysis\\bio\\mediasTop50VoteUp.csv"",      header = TRUE, sep = "";"")",import,986741351895034e8,640
"votedownTop50 = read.csv(""C:\\Users\\thiag_000\\Desktop\\experts-semantic-analysis\\analysis\\bio\\mediasTop50VoteDown.csv"",      header = TRUE, sep = "";"")",import,986741351895034e8,640
event_locations[downswings] = -1,setup,519006379181519e8,641
"concurrent_events = find_concurrent_events(event_locations, 2,      event_types = c(-1, 1))",setup,519006379181519e8,641
"pdf(outfile, width = 14, height = 14)",visualization,519006379181519e8,641
"make_visual(data_mat, event_locations, concurrent_events, log_colors = T,      diverging = T)",visualization,519006379181519e8,641
dev.off(),visualization,519006379181519e8,641
event_locations[downswings] = -1,setup,519006379181519e8,641
"Owners <- read.csv(""/wrk2/efuller/NOAA/Data_Analysis/Ownership/csvVersions/Linked_IFQ_Vessel_Accounts_01-27-14_EFmod_VesselAccounts_Exact.csv"")",import,519006379181519e8,641
"shrimps <- subset(nhObs, sector == ""Pink Shrimp"")",data cleaning,519006379181519e8,641
uniqueShrimps <- unique(shrimps$CG_NUM),data cleaning,519006379181519e8,641
tracks <- unique(VMS$Doc_Number),data cleaning,519006379181519e8,641
captured <- length(uniqueShrimps[which(uniqueShrimps %in% tracks)]),exploratory,519006379181519e8,641
"filtered_d897_nms_domains_withClusters = vector(""list"", 11)",data cleaning,43271685577929e9,642
for (i in 1:length(filtered_d897_nms_domains_withClusters)) filtered_d897_nms_domains_withClusters[[i]] = kmeans_nms_domains_models[[i]]$cluster,setup,43271685577929e9,642
"nms_heatmaps = vector(""list"", 11)",import,43271685577929e9,642
library(RJSONIO),setup,22091217036359e9,643
"load(""9861.RData"")",import,22091217036359e9,643
thresholdPower = 10,not sure,22091217036359e9,643
numRows = 10000,setup,22091217036359e9,643
"datExprR = datExpr[sample(1:nrow(datExpr), numRows, replace = FALSE),      ]",data cleaning,22091217036359e9,643
"net = blockwiseModules(t(datExprR), power = thresholdPower, networkType = ""signed"",      maxBlockSize = numRows)",modeling,22091217036359e9,643
moduleColorsAutomatic = labels2colors(net$colors),visualization,22091217036359e9,643
mColors = moduleColorsAutomatic[net$blockGenes[[1]]],visualization,22091217036359e9,643
x11(),not sure,22091217036359e9,643
"plotDendroAndColors(net$dendrograms[[1]], colors = mColors, dendroLabels = FALSE,      groupLabels = c(""Module colors""), addGuide = TRUE, main = ""H0351.2001 Cluster Dendrogram"")",visualization,22091217036359e9,643
module = 1,setup,22091217036359e9,643
me = net$MEs[[module]],data cleaning,22091217036359e9,643
order = order(sampleInfo$order),data cleaning,22091217036359e9,643
color = sampleInfo$color,visualization,22091217036359e9,643
x11(),not sure,22091217036359e9,643
"barplot(me[order], col = color[order], border = NA, main = ""First Module Eigengene Expression Pattern"")",visualization,22091217036359e9,643
"pdf(""9861.pdf"", width = 6, height = 3, pointsize = 8)",export,22091217036359e9,643
"plotDendroAndColors(net$dendrograms[[1]], colors = mColors, dendroLabels = FALSE,      groupLabels = c(""Module colors""), addGuide = TRUE, main = ""H0351.2001 Cluster Dendrogram"")",visualization,22091217036359e9,643
"barplot(me[order], col = color[order], border = NA, main = ""First Module Eigengene Expression Pattern"")",visualization,22091217036359e9,643
dev.off(),not sure,22091217036359e9,643
"dsHeight2 <- subset(dsHeight, select = c(""CID"", ""CRace"", ""CGender"",      ""htst"", ""age_ht""))",setup,125665127299726e8,644
"colnames(dsHeight1) <- c(""CID"", ""CRace1"", ""CGender1"", ""HtSt1"",      ""AgeHt1"")",exploratory,125665127299726e8,644
"colnames(dsHeight2) <- c(""CID"", ""CRace2"", ""CGender2"", ""HtSt2"",      ""AgeHt2"")",visualization,125665127299726e8,644
"dsLeftHand <- merge(x = dsLinksLeftHand, y = dsHeight1, by.x = ""Subject1Tag"",      by.y = ""CID"")",visualization,125665127299726e8,644
"dsLeftHand <- merge(x = dsLeftHand, y = dsHeight2, by.x = ""Subject2Tag"",      by.y = ""CID"")",data cleaning,125665127299726e8,644
"dsRightHand <- merge(x = dsLinksRightHand, y = dsHeight1, by.x = ""Subject1Tag"",      by.y = ""CID"")",evaluation,125665127299726e8,644
"dsRightHand <- merge(x = dsRightHand, y = dsHeight2, by.x = ""Subject2Tag"",      by.y = ""CID"")",modeling,125665127299726e8,644
"rm(dsLinksLeftHand, dsLinksRightHand, dsHeight1, dsHeight2)",import,125665127299726e8,644
"ds <- rbind(dsLeftHand, dsRightHand)",visualization,125665127299726e8,644
"rm(dsLeftHand, dsRightHand)",import,125665127299726e8,644
"write.csv(ds, pathOutput)",setup,125665127299726e8,644
ageFloor <- 19,communication,125665127299726e8,644
"ds <- subset(ds, AgeHt1 >= ageFloor & AgeHt2 >= ageFloor)",setup,125665127299726e8,644
"ds[is.na(ds$R), ""R""] <- 0.375",modeling,125665127299726e8,644
library(e1071),evaluation,125665127299726e8,644
"brief <- summary(lm(HtSt1 ~ 1 + HtSt2 + R + HtSt2 * R, data = ds))",export,125665127299726e8,644
coeficients <- coef(brief),communication,125665127299726e8,644
count <- length(brief$residuals),setup,125665127299726e8,644
"hSquared <- coeficients[""HtSt2:R"", ""Estimate""]",evaluation,125665127299726e8,644
"cSquared <- coeficients[""HtSt2"", ""Estimate""]",evaluation,125665127299726e8,644
eSquared <- 1 - hSquared - cSquared,evaluation,125665127299726e8,644
mean(ds$HtSt1),evaluation,125665127299726e8,644
sd(ds$HtSt1),not sure,125665127299726e8,644
skewness(ds$HtSt1),modeling,125665127299726e8,644
"dsResult <- data.frame(N = count, H2 = hSquared, C2 = cSquared,      E2 = eSquared, Mean = mean(ds$HtSt1), SD = sd(ds$HtSt1),      Skew = skewness(ds$HtSt1))",setup,125665127299726e8,644
"dsResult <- data.frame(N = count, H2 = hSquared, C2 = cSquared,      E2 = eSquared, Mean = mean(ds$HtSt1), SD = sd(ds$HtSt1),      Skew = skewness(ds$HtSt1))",exploratory,125665127299726e8,644
"total <- rbind(genomeAvgData, bgData, blData, pgData, plData,      bgplData, blpgData, bgblData, pgplData, passengers, solitariesData)",setup,827542608836666e8,645
"svg(filename = ""figures/speciesCopyNumber.svg"", width = 9.5,      height = 4, pointsize = 18)",export,827542608836666e8,645
"ggplot(total, aes(x = factor(segment), y = value, fill = variable,      color = variable)) + geom_point(position = position_jitterdodge(dodge.width = 0.8,      jitter.height = 0.25), size = 0.5) + geom_boxplot(fill = ""white"",      outlier.colour = NA, position = position_dodge(width = 0.8),      notch = TRUE, notchwidth = 0.5) + coord_cartesian(ylim = c(-0.31,      13.31)) + scale_y_continuous(breaks = seq(0, 13, 2)) + scale_color_manual(values = c(""#000000"",      ""#009c73"", ""#e69f00""), name = ""Status"", limits = c(""onetoone"",      ""dup"", ""noortho""), labels = c(""Unchanged"", ""Duplicated"",      ""No ortholog"")) + scale_fill_manual(values = c(""#000000"",      ""#009c73"", ""#e69f00""), name = ""Status"", limits = c(""onetoone"",      ""dup"", ""noortho""), labels = c(""Unchanged"", ""Duplicated"",      ""No ortholog"")) + theme(axis.text.x = element_blank(), axis.text.y = element_text(size = 14),      axis.title.x = element_blank(), legend.position = ""bottom"") +      labs(y = ""Number of species"") + scale_x_discrete(limits = c(""genomeAvg"",      ""solitaries"", ""pg"", ""pl"", ""pgpl"", ""bg"", ""bl"", ""bgbl"", ""bgpl"",      ""blpg"", ""passengers""))",visualization,827542608836666e8,645
dev.off(),not sure,827542608836666e8,645
"total <- rbind(genomeAvgData, bgData, blData, pgData, plData,      bgplData, blpgData, bgblData, pgplData, passengers, solitariesData)",setup,827542608836666e8,645
"for (i in seq(1, (dim(mastersheet)[1]))) strain <- mastersheet[i,      1]",not sure,827542608836666e8,645
"dir <- mastersheet[i, 2]",setup,827542608836666e8,645
print(dir),exploratory,827542608836666e8,645
print(strain),exploratory,827542608836666e8,645
"knit2html(""StrainTemplate_embryonic.Rmd"", output = paste(strain,      "".md"", sep = """"), quiet = TRUE)",export,827542608836666e8,645
print(dir),exploratory,827542608836666e8,645
print(strain),exploratory,827542608836666e8,645
"test1 <- c(""peril_GEOB"", ""/n/rinn_data1/users/agroff/seq/PERIL/data/diffs/cuffdiff_v221_newgtf/GE_OB/"")",evaluation,827542608836666e8,645
"test2 <- c(""peril_kidney"", ""/n/rinn_data1/users/agroff/seq/PERIL/data/diffs/cuffdiff_v221_newgtf/Kidney/"")",evaluation,827542608836666e8,645
"test3 <- c(""peril_wholebrain"", ""/n/rinn_data1/users/agroff/seq/PERIL/data/diffs/cuffdiff_v221_newgtf/whole_brain"")",evaluation,827542608836666e8,645
"test_master_sheet <- (rbind(test1, test2, test3))",data cleaning,827542608836666e8,645
"for (i in seq(1, (dim(test_master_sheet)[1]))) strain <- test_master_sheet[i,      1]",not sure,827542608836666e8,645
"dir <- test_master_sheet[i, 2]",setup,827542608836666e8,645
print(dir),exploratory,827542608836666e8,645
print(strain),exploratory,827542608836666e8,645
"knit2html(""StrainTemplate_embryonic.Rmd"", output = paste(strain,      "".md"", sep = """"))",export,827542608836666e8,645
print(dir),exploratory,827542608836666e8,645
print(strain),exploratory,827542608836666e8,645
Report,export,506925278808922e8,646
"mods <- list(Ratem1pop1 = model_run(DT, pinsamp = 1, option = 1,      pop = 1), Ratem1pop2 = model_run(DT, pinsamp = 1, option = 1,      pop = 2), Ratem1 = model_run(DT, pinsamp = 1, option = 1,      pop = 1:2))",setup,506925278808922e8,646
"DT[, `:=`(Ratem1pop1, c(mods$Ratem1pop1$RR))]",not sure,506925278808922e8,646
"DT[, `:=`(Ratem1pop2, c(mods$Ratem1pop2$RR))]",not sure,506925278808922e8,646
"DT[, `:=`(Ratem1, c(c(mods$Ratem1$RR)))]",export,506925278808922e8,646
"save(mods, file = ""~/Documents/MXU5MR/analysis/outputs/model_covs.Rdata"")",export,506925278808922e8,646
"Code will appear in this box. Click on the classifier below that best fits the code, then click the NEXT button. Press START to begin.",visualization,548945621820167e8,647
max(logLR.null),visualization,548945621820167e8,647
wave.null[[2]] = logLR.null,export,548945621820167e8,647
wave.alt[[2]] = logLR.alt,setup,548945621820167e8,647
"plot_india = d_analysis %>% filter(country == ""india"") %>% filter(condition ==      ""animal"") %>% ggplot(aes(x = reorder(swatch, animal_selfrank),      y = mean, label = n)) + geom_bar(stat = ""identity"", position = ""identity"",      width = 0.5) + geom_errorbar(aes(ymin = mean - 2 * sd/sqrt(n),      ymax = mean + 2 * sd/sqrt(n), width = 0.1)) + theme_bw() +      coord_cartesian(ylim = c(-3, 3)) + theme(text = element_text(size = 20),      legend.position = ""none"", axis.text.x = element_text(angle = 60,          hjust = 1)) + labs(title = ""Mean scaled responses, by condition: Indian adults\n"",      x = ""Pictures (sorted by mean Indian adult response to ANIMAL)"") +      stat_smooth(aes(group = 1))",not sure,541526407003403e8,648
plot_india,visualization,541526407003403e8,648
"plot_us = d_analysis %>% filter(country == ""us"") %>% filter(condition ==      ""animal"") %>% ggplot(aes(x = reorder(swatch, animal_selfrank),      y = mean, label = n)) + geom_bar(stat = ""identity"", position = ""identity"",      width = 0.5) + geom_errorbar(aes(ymin = mean - 2 * sd/sqrt(n),      ymax = mean + 2 * sd/sqrt(n), width = 0.1)) + theme_bw() +      coord_cartesian(ylim = c(-3, 3)) + theme(text = element_text(size = 20),      legend.position = ""none"", axis.text.x = element_text(angle = 60,          hjust = 1)) + labs(title = ""Mean scaled responses, by condition: usn adults\n"",      x = ""Pictures (sorted by mean usn adult response to ANIMAL)"") +      stat_smooth(aes(group = 1))",visualization,541526407003403e8,648
plot_us,visualization,541526407003403e8,648
"exprs_combat <- ComBat(exprs(sc), batch, design)",setup,110297321807593e7,649
sc2 <- sc,setup,110297321807593e7,649
exprs(sc2) <- exprs_combat,setup,110297321807593e7,649
"plotPCA(sc2, ncomponents = 3, colour_by = ""plate"")",visualization,110297321807593e7,649
"plotPCA(sc2, ncomponents = 3, colour_by = ""censored"")",visualization,110297321807593e7,649
"plotPCA(sc2, ncomponents = 3, colour_by = ""patient.days_to_birth"")",visualization,110297321807593e7,649
"plotPCA(sc2, ncomponents = 3, colour_by = ""patient.days_to_death"")",visualization,110297321807593e7,649
"plotPCA(sc2, colour_by = ""patient.stage_event.clinical_stage"",      ncomponents = 3)",visualization,110297321807593e7,649
"plotQC(sc2, type = ""find"", var = ""plate"")",visualization,110297321807593e7,649
"plotQC(sc2, type = ""find"", var = ""censored"")",visualization,110297321807593e7,649
"plotQC(sc2, type = ""find"", var = ""patient.days_to_birth"")",visualization,110297321807593e7,649
"plotQC(sc2, type = ""find"", var = ""patient.days_to_death"")",visualization,110297321807593e7,649
"plotQC(sc2, type = ""find"", var = ""patient.stage_event.clinical_stage"")",visualization,110297321807593e7,649
library(ggrepel),setup,110297321807593e7,649
"hgnc_symbols <- sapply(strsplit(featureNames(sc2), ""_""), `[`,      2)",data cleaning,110297321807593e7,649
